wiki_page,sentence,cause,effect,ChatGPT_label,GPT4_label
Exchange-traded fund,""" ""etfs were ##CONSEQUENTLY## put under even greater scrutiny by regulators and investors",ETFs were scrutinized by investors , losses occurred to market participants,0,0.0
Exchange-traded fund,""" ""etfs were ##CONSEQUENTLY## put under even greater scrutiny by regulators and investors",ETFs were scrutinized by investors , The returns suffer from survivorship bias,0,0.0
Exchange-traded fund,""" ""etfs were ##CONSEQUENTLY## put under even greater scrutiny by regulators and investors",ETFs were ##CONSEQUENTLY## put under scrutiny , Participants act as reference points,0,0.0
Exchange-traded fund,""" ""etfs were ##CONSEQUENTLY## put under even greater scrutiny by regulators and investors",ETFs were ##CONSEQUENTLY## put under scrutiny , HFT has ##RESULTED IN## a dramatic change of the market microstructure,0,0.0
Exchange-traded fund,""" ""etfs were ##CONSEQUENTLY## put under even greater scrutiny by regulators and investors",ETFs were put under greater scrutiny , The need for extra funding is evaluated,0,0.0
Exchange-traded fund,""" ""etfs were ##CONSEQUENTLY## put under even greater scrutiny by regulators and investors",ETFs were put under greater scrutiny , The domestic outlay improved,0,0.0
Exchange-traded fund,""" ""etfs were ##CONSEQUENTLY## put under even greater scrutiny by regulators and investors",ETFs were scrutinized , banks adopted lax attitudes,0,0.0
Exchange-traded fund,""" ""etfs were ##CONSEQUENTLY## put under even greater scrutiny by regulators and investors",ETFs were scrutinized , banks adopted lax attitudes,0,0.0
Exchange-traded fund,""" ""etfs were ##CONSEQUENTLY## put under even greater scrutiny by regulators and investors",ETFs were put under scrutiny by , The acquisition was controversial,0,0.0
Exchange-traded fund,""" ""etfs were ##CONSEQUENTLY## put under even greater scrutiny by regulators and investors",ETFs were put under scrutiny by , The bank sought a liquidity support facility,0,0.0
Correlation does not imply causation,"  however, an observed effect could also be caused ""by chance"", for example ##AS A RESULT##of random perturbations in the population",an observed effect could also be **CAUSED BY** chance , Long cycles are **CAUSED BY** innovation,0,0.0
Active labour market policies," the provision of basic education services can also play a role in improving human capital for certain categories such as recently arrived immigrant workers, germany ##THUS## provided in the past few years german language skills courses that concerned 170 000 people, most asylum seekers in 2017 with efforts made to involve them into preparatory traineeship, these measures have had  the effect of increasing their productivity, reflected in the fact that immigrants with good german writing skills see their wage gap with natives reduced by 10%
",The provision of basic education services can also play a role in improving human capital , The unemployment rate is reduced through expansionary policy,0,0.0
Active labour market policies," the provision of basic education services can also play a role in improving human capital for certain categories such as recently arrived immigrant workers, germany ##THUS## provided in the past few years german language skills courses that concerned 170 000 people, most asylum seekers in 2017 with efforts made to involve them into preparatory traineeship, these measures have had  the effect of increasing their productivity, reflected in the fact that immigrants with good german writing skills see their wage gap with natives reduced by 10%
",The provision of basic education services can also play a role in improving human capital , Wages can be affected by financial capital flows,0,0.0
Active labour market policies," the provision of basic education services can also play a role in improving human capital for certain categories such as recently arrived immigrant workers, germany ##THUS## provided in the past few years german language skills courses that concerned 170 000 people, most asylum seekers in 2017 with efforts made to involve them into preparatory traineeship, these measures have had  the effect of increasing their productivity, reflected in the fact that immigrants with good german writing skills see their wage gap with natives reduced by 10%
",The provision of basic education services can also play a role in improving human capital , The availability of resources reduces,0,0.0
Active labour market policies," this concentrate on rcts limits the number of relevant evaluations, but it allows for more attention on estimates with high internal validity and refinement of the metrics used to compare outcomes, ##RESULTING IN## more naturally comparable conclusions from individual evaluations",Refinement of the metrics used to compare outcomes , The analysis of technical data,0,0.0
Neoclassical synthesis," it has a simple reasoning such that it allows resources to be allocated more efficiently, ##THEREFORE### it leads to countries having higher productivity and innovation",It has a simple reasoning , The rapidity is useful,0,0.0
Neoclassical synthesis," it has a simple reasoning such that it allows resources to be allocated more efficiently, ##THEREFORE### it leads to countries having higher productivity and innovation",It allows resources to be allocated more efficiently , The HHI cannot be used to cross-examine different industries,0,0.0
Philosophy of social science, the fundamental task for the philosophy of social science has ##THUS## been to question the extent to which positivism may be characterized as 'scientific' in relation to fundamental epistemological foundations,The philosophy of social science has a fundamental task , The rise of social science was marked by both pragmatic needs as much as by theoretical purity,0,0.0
Welfare economics," more generally, it suggests that redistribution should, if possible, be achieved without affecting prices (which should continue to reflect relative scarcity), ##THUS## ensuring that the final (post-trade) result is efficient",redistribution should be achieved without affecting prices , Price levels should decrease,0,0.0
Economic growth,"before industrialization technological progress ##RESULTED IN## an increase in the population, which was kept in check by food supply and other resources, which acted to limit per capita income, a condition known as the mal##THUS##ian trap",technological progress ##RESULTED IN## an increase in the population , The nation state was established ##AS A RESULT##of Napoleonic rule,0,0.0
Economic growth,"before industrialization technological progress ##RESULTED IN## an increase in the population, which was kept in check by food supply and other resources, which acted to limit per capita income, a condition known as the mal##THUS##ian trap",the population was kept in check by food supply and other resources , The family's income was diminished,0,0.0
Economic growth,"r soares consider frameworks in which mortality decline has an influence on parents to have fewer children and to provide quality education for those children, ##AS A RESULT##instituting an economic-demographic transition",R Soares considers frameworks in which mortality decline has an influence on parents to have fewer children , A 2019 survey of leading economists by the University of Chicago Booth's Initiative on Global Markets,0,0.0
Economic growth," beginning in the 1990s, this flaw has been addressed by adding additional variables to the model that can explain why some countries are less productive than others and, ##THEREFORE###, do not attract flows of global financial capital even though they have less (physical) capital/worker",The flaw has been addressed , The argument noted,0,0.0
Economic growth," beginning in the 1990s, this flaw has been addressed by adding additional variables to the model that can explain why some countries are less productive than others and, ##THEREFORE###, do not attract flows of global financial capital even though they have less (physical) capital/worker",The model has been modified to explain the above events , The data suffers from survivorship bias,0,0.0
Economic growth," the theory further suggests that variations in biogeographical characteristics, as well as cultural and institutional characteristics, have generated a differential pace of transition from stagnation to growth across countries and ##CONSEQUENTLY## divergence in their income per capita over the past two centuries",The theory suggests that variations in biogeographical characteristics have generated a differential pace of transition from stagnation to growth across countries , The Mal##THUS##ian hypothesis is limited by social change about family size,0,0.0
Economic growth," the theory further suggests that variations in biogeographical characteristics, as well as cultural and institutional characteristics, have generated a differential pace of transition from stagnation to growth across countries and ##CONSEQUENTLY## divergence in their income per capita over the past two centuries",The theory suggests that cultural and institutional characteristics have generated a differential pace of transition from stagnation to growth across countries , The nature of consumer demand is hypothesized,0,0.0
Economic growth," the theory further suggests that variations in biogeographical characteristics, as well as cultural and institutional characteristics, have generated a differential pace of transition from stagnation to growth across countries and ##CONSEQUENTLY## divergence in their income per capita over the past two centuries",The theory suggests that there has been , The theory cannot explain prices,0,0.0
Economic growth,"economic growth has the indirect potential to alleviate poverty, ##AS A RESULT##of a simultaneous increase in employment opportunities and increased labor productivity",Economic growth has the indirect potential to alleviate poverty , The economy can be improved by importing products,0,0.0
Economic growth," conversely partha dasgupta, in a 2021 report on the economics of biodiversity commissioned by the british treasury, argued that biodiversity is collapsing faster than at any time in human history ##AS A RESULT##of the demands of contemporary human civilization, which ""far exceed nature's capacity to supply us with the goods and services we all rely on",Biodiversity is collapsing faster than at any time in human history , The greenhouse gases can affect Earth's energy balance over a long period,0,0.0
Economic growth," conversely partha dasgupta, in a 2021 report on the economics of biodiversity commissioned by the british treasury, argued that biodiversity is collapsing faster than at any time in human history ##AS A RESULT##of the demands of contemporary human civilization, which ""far exceed nature's capacity to supply us with the goods and services we all rely on",The economics of biodiversity are collapsing , Japan has gone from being a revisionist state,0,0.0
Economic growth," conversely partha dasgupta, in a 2021 report on the economics of biodiversity commissioned by the british treasury, argued that biodiversity is collapsing faster than at any time in human history ##AS A RESULT##of the demands of contemporary human civilization, which ""far exceed nature's capacity to supply us with the goods and services we all rely on",Human civilization is causing the collapse of biodiversity , The availability of medicines is affected by deforestation,0,0.0
Economic growth," conversely partha dasgupta, in a 2021 report on the economics of biodiversity commissioned by the british treasury, argued that biodiversity is collapsing faster than at any time in human history ##AS A RESULT##of the demands of contemporary human civilization, which ""far exceed nature's capacity to supply us with the goods and services we all rely on",Human civilization is causing the collapse of biodiversity , The environment and people have changed,0,0.0
Economic growth, current economic models ignore physical constraints and ##THUS## suggest the economy can grow continuously as a perpetual motion machine,Physical constraints are ignored in current economic models , A perfectly competitive market is considered an idealized framework by economists,0,0.0
Economic growth, current economic models ignore physical constraints and ##THUS## suggest the economy can grow continuously as a perpetual motion machine,Physical constraints are ignored in current economic models , Traditional economic models have overlooked power relations,0,0.0
Economic growth, current economic models ignore physical constraints and ##THUS## suggest the economy can grow continuously as a perpetual motion machine,Physical constraints are ignored in current economic models , Traditional economic models have overlooked power relations,0,0.0
Economic growth, current economic models ignore physical constraints and ##THUS## suggest the economy can grow continuously as a perpetual motion machine,Physical constraints are ignored in current economic models , Traditional economic models have overlooked power relations,0,0.0
Economic growth, current economic models ignore physical constraints and ##THUS## suggest the economy can grow continuously as a perpetual motion machine,Physical constraints are ignored in current economic models , A perfectly competitive market is considered an idealized framework by economists,0,0.0
Economic growth, current economic models ignore physical constraints and ##THUS## suggest the economy can grow continuously as a perpetual motion machine,Physical constraints are ignored in current economic models , Power relations must be assessed in economic models,0,0.0
Economic growth, current economic models ignore physical constraints and ##THUS## suggest the economy can grow continuously as a perpetual motion machine,Physical constraints are ignored in current economic models , Power relations must be assessed in economic models,0,0.0
Economic growth, current economic models ignore physical constraints and ##THUS## suggest the economy can grow continuously as a perpetual motion machine,The current economic models are inaccurate , The qualitative assessment may be manipulated,0,0.0
Economic growth, current economic models ignore physical constraints and ##THUS## suggest the economy can grow continuously as a perpetual motion machine,The current economic models are inaccurate , The measurement results may be biased,0,0.0
Economic growth, current economic models ignore physical constraints and ##THUS## suggest the economy can grow continuously as a perpetual motion machine,The current economic models are inaccurate , The measurement results may be biased,0,0.0
Economic growth, current economic models ignore physical constraints and ##THUS## suggest the economy can grow continuously as a perpetual motion machine,The current economic models are inaccurate , The analysis suffers from survivorship bias,0,0.0
Economic growth, current economic models ignore physical constraints and ##THUS## suggest the economy can grow continuously as a perpetual motion machine,The current economic models are inaccurate , banks have reasons for adopting lax attitudes,0,0.0
Economic growth, current economic models ignore physical constraints and ##THUS## suggest the economy can grow continuously as a perpetual motion machine,The current economic models are inaccurate , The qualitative assessment may be manipulated,0,0.0
Economic growth, current economic models ignore physical constraints and ##THUS## suggest the economy can grow continuously as a perpetual motion machine,The current economic models are inaccurate , The analysis suffers from survivorship bias,0,0.0
Economic growth,"  this matter and low entropy energy and the ability to absorb waste exists in a finite amount, and ##THUS## there is a finite amount of inputs to the flow and outputs of the flow that the environment can handle, implying there is a sustainable limit to motion, and ##THEREFORE### growth, of the economy",The matter and low entropy energy exist in a finite amount ," The creatures should have been able to experience the Euclidean properties, just in a different representation",0,0.0
Economic growth,"  this matter and low entropy energy and the ability to absorb waste exists in a finite amount, and ##THUS## there is a finite amount of inputs to the flow and outputs of the flow that the environment can handle, implying there is a sustainable limit to motion, and ##THEREFORE### growth, of the economy",The matter and low entropy energy exist in a finite amount , Ecosystems are considered common-pool resources,0,0.0
Economic growth,"  this matter and low entropy energy and the ability to absorb waste exists in a finite amount, and ##THUS## there is a finite amount of inputs to the flow and outputs of the flow that the environment can handle, implying there is a sustainable limit to motion, and ##THEREFORE### growth, of the economy",The matter and low entropy energy exist in a finite amount , Spacetime is four-dimensional,0,0.0
Piero Sraffa," on 26 november 1926 italian parliament approved the law ""defence of the state"", ##THUS## giving rise to the totalitarian state","On 26 November 1926 Italian Parliament approved the law ""defence of the state"" ", The implementation of anarchist and libertarian socialist principles was widespread,0,0.0
Piero Sraffa,sraffa notes that the law of decreasing returns and that of increasing returns have different origins and areas of application (and ##THEREFORE### cannot explain the shape of the same supply curve): the law of diminishing returns was originally applied to the entire economy and resulted from the scarcity of the agricultural land as a mean of production (the rent theory of david ricardo); while the law of increasing returns applied to the individual firm and resulted from the benefits of division of labour,The law of decreasing returns has different origins and areas of application , The production function is a boundary or frontier representing the limit of output,0,0.0
Piero Sraffa,sraffa notes that the law of decreasing returns and that of increasing returns have different origins and areas of application (and ##THEREFORE### cannot explain the shape of the same supply curve): the law of diminishing returns was originally applied to the entire economy and resulted from the scarcity of the agricultural land as a mean of production (the rent theory of david ricardo); while the law of increasing returns applied to the individual firm and resulted from the benefits of division of labour,The law of decreasing returns has different origins and areas of application , The term 'Mal##THUS##ian' can refer to arguments made in favour of family planning,0,0.0
Piero Sraffa," by contrast, the tendency toward decreasing costs stems from variations in the quantity of all inputs,  and ##THEREFORE### they may occur only when there are no constant factors",The tendency toward decreasing costs stems from variations in the quantity of all inputs , Wages can be affected by financial capital flows,0,0.0
Piero Sraffa," sraffa’s “re-switching” proposition showed that, in general, there is no logical way by which the “intensity of capital” can be measured independently of the rate of interest — and ##HENCE## the widely held neoclassical explanation of distribution of income was logically untenable","Sraffa’s “re-switching” proposition showed that, in general, there is no logical way by which the “intensity of capital” can be measured independently of the rate of interest ", Friedman contended that freer markets ##RESULTED IN## freer people,0,0.0
Johann Heinrich von Thünen," but if wage rates were determined using his formula, ##THUS## giving labor a share that will vary as a geometric mean: the square root of the joint product of the two factors, a and p",But if wage rates were determined using his formula , The book provided a theory of economic theories,0,0.0
League of Nations," kant argued for the establishment of a peaceful world community, not in a sense of a global government, but in the hope that each state would declare itself a free state that respects its citizens and welcomes foreign visitors as fellow rational beings, ##THUS## promoting peaceful society worldwide",Kant argued for the establishment of a peaceful world community , Friedman had some conditions,0,0.0
League of Nations," kant argued for the establishment of a peaceful world community, not in a sense of a global government, but in the hope that each state would declare itself a free state that respects its citizens and welcomes foreign visitors as fellow rational beings, ##THUS## promoting peaceful society worldwide",Each state would declare itself a free state that respects its citizens , The economy has a sustainable limit to motion,0,0.0
League of Nations," kant argued for the establishment of a peaceful world community, not in a sense of a global government, but in the hope that each state would declare itself a free state that respects its citizens and welcomes foreign visitors as fellow rational beings, ##THUS## promoting peaceful society worldwide",Each state would welcome foreign visitors as fellow rational beings , The international system has a stable configuration,0,0.0
League of Nations," coordinated by mia boissevain, aletta jacobs and rosa manus, the congress, which opened on 28 april 1915 was attended by 1,136 participants from neutral nations, and ##RESULTED IN## the establishment of an organization which would become the women's international league for peace and freedom (wilpf)","Coordinated by Mia Boissevain, Aletta Jacobs and Rosa Manus ", Advocates for regional planning focus on regional issues,0,0.0
League of Nations," coordinated by mia boissevain, aletta jacobs and rosa manus, the congress, which opened on 28 april 1915 was attended by 1,136 participants from neutral nations, and ##RESULTED IN## the establishment of an organization which would become the women's international league for peace and freedom (wilpf)",The congress opened on 28 April , The event occurred on 14 September,0,0.0
League of Nations," coordinated by mia boissevain, aletta jacobs and rosa manus, the congress, which opened on 28 april 1915 was attended by 1,136 participants from neutral nations, and ##RESULTED IN## the establishment of an organization which would become the women's international league for peace and freedom (wilpf)","The congress was attended by 1,136 participants from neutral nations ", The Treaty of Phoenice was signed in,0,0.0
League of Nations," according to the british, who had been awarded a league of nations mandate over iraq in 1920 and ##THEREFORE### represented iraq in its foreign affairs, mosul belonged to iraq; on the other hand, the new turkish republic claimed the province as part of its historic heartland",The British were awarded a League of Nations mandate over Iraq in , The Kingdom of Great Britain was established,0,0.0
League of Nations," according to the british, who had been awarded a league of nations mandate over iraq in 1920 and ##THEREFORE### represented iraq in its foreign affairs, mosul belonged to iraq; on the other hand, the new turkish republic claimed the province as part of its historic heartland",The British were awarded a League of Nations mandate over Iraq in , A stalemate resulted,0,0.0
League of Nations, it was not until the 1938 polish ultimatum that lithuania restored diplomatic relations with poland and ##THUS## de facto accepted the borders,Lithuania restored diplomatic relations with Poland , The Kingdom of Great Britain was established,0,0.0
League of Nations, it was not until the 1938 polish ultimatum that lithuania restored diplomatic relations with poland and ##THUS## de facto accepted the borders,Lithuania restored diplomatic relations with Poland , Central banks tightened monetary policies,0,0.0
League of Nations, it was not until the 1938 polish ultimatum that lithuania restored diplomatic relations with poland and ##THUS## de facto accepted the borders,Lithuania restored diplomatic relations with Poland , Central banks tightened monetary policies,0,0.0
League of Nations, it was not until the 1938 polish ultimatum that lithuania restored diplomatic relations with poland and ##THUS## de facto accepted the borders,The 1938 Polish ultimatum was issued , The Austrian parliament was suspended,0,0.0
League of Nations, it was not until the 1938 polish ultimatum that lithuania restored diplomatic relations with poland and ##THUS## de facto accepted the borders,The 1938 Polish ultimatum was issued , Economic development was impeded,0,0.0
League of Nations, it was not until the 1938 polish ultimatum that lithuania restored diplomatic relations with poland and ##THUS## de facto accepted the borders,The 1938 Polish ultimatum was issued , The Treaty of Phoenice was signed in,0,0.0
League of Nations, it was not until the 1938 polish ultimatum that lithuania restored diplomatic relations with poland and ##THUS## de facto accepted the borders,Diplomatic relations were restored , Economic development was impeded,0,0.0
League of Nations, it was not until the 1938 polish ultimatum that lithuania restored diplomatic relations with poland and ##THUS## de facto accepted the borders,Diplomatic relations were restored , The Austrian parliament was suspended,0,0.0
League of Nations, it was not until the 1938 polish ultimatum that lithuania restored diplomatic relations with poland and ##THUS## de facto accepted the borders,Diplomatic relations were restored , Money supply was reduced,0,0.0
League of Nations, it was not until the 1938 polish ultimatum that lithuania restored diplomatic relations with poland and ##THUS## de facto accepted the borders,The 1938 Polish ultimatum was accepted , A constitutional crisis occurred,0,0.0
League of Nations, it was not until the 1938 polish ultimatum that lithuania restored diplomatic relations with poland and ##THUS## de facto accepted the borders,The 1938 Polish ultimatum was accepted , A constitutional crisis occurred,0,0.0
League of Nations, it was not until the 1938 polish ultimatum that lithuania restored diplomatic relations with poland and ##THUS## de facto accepted the borders,Lithuania had some actions/states , The reduction falls on leisure has some actions/states,0,0.0
League of Nations, it was not until the 1938 polish ultimatum that lithuania restored diplomatic relations with poland and ##THUS## de facto accepted the borders,Lithuania had some actions/states , The firm has some actions (dominating the market),0,0.0
League of Nations, it was not until the 1938 polish ultimatum that lithuania restored diplomatic relations with poland and ##THUS## de facto accepted the borders,Lithuania had some actions/states , The firm has some actions (dominating the market),0,0.0
League of Nations," on 1 september 1932, business leaders from peruvian rubber and sugar industries who had lost land, as a result, organised an armed takeover of leticia",business leaders from Peruvian rubber and sugar industries lost land , Central banks tightened monetary policies,0,0.0
League of Nations," on 1 september 1932, business leaders from peruvian rubber and sugar industries who had lost land, as a result, organised an armed takeover of leticia",On 1 September , The government rescued AIG,0,0.0
League of Nations," in may 1934, a final peace agreement was signed, ##RESULTING IN## the return of leticia to colombia, a formal apology from peru for the 1932 invasion, demilitarisation of the area around leticia, free navigation on the amazon and putumayo rivers, and a pledge of non-aggression",A final peace agreement was signed , A stalemate resulted,0,0.0
League of Nations," in may 1934, a final peace agreement was signed, ##RESULTING IN## the return of leticia to colombia, a formal apology from peru for the 1932 invasion, demilitarisation of the area around leticia, free navigation on the amazon and putumayo rivers, and a pledge of non-aggression",A final peace agreement was signed , The Treaty of Phoenice was signed in,0,0.0
League of Nations," in may 1934, a final peace agreement was signed, ##RESULTING IN## the return of leticia to colombia, a formal apology from peru for the 1932 invasion, demilitarisation of the area around leticia, free navigation on the amazon and putumayo rivers, and a pledge of non-aggression",A final peace agreement was signed , A constitutional crisis occurred,0,0.0
League of Nations," in may 1934, a final peace agreement was signed, ##RESULTING IN## the return of leticia to colombia, a formal apology from peru for the 1932 invasion, demilitarisation of the area around leticia, free navigation on the amazon and putumayo rivers, and a pledge of non-aggression",A final peace agreement was signed , Scipio was sent to Zama,0,0.0
League of Nations," in may 1934, a final peace agreement was signed, ##RESULTING IN## the return of leticia to colombia, a formal apology from peru for the 1932 invasion, demilitarisation of the area around leticia, free navigation on the amazon and putumayo rivers, and a pledge of non-aggression",A final peace agreement was signed , A stalemate resulted,0,0.0
Science and technology studies," the behavior of recommender systems can ##THEREFORE### be analyzed in the language and framework of sociotechnical systems, leading also to a new perspective for their legal regulation",The behavior of recommender systems can be analyzed in the language and framework of sociotechnical systems , Participant observation can only focus on small numbers of households,0,0.0
Accounting,"empirical studies document that leading accounting journals publish in total fewer research articles than comparable journals in economics and other business disciplines, and ##CONSEQUENTLY##, accounting scholars are relatively less successful in academic publishing than their business school peers",Leading accounting journals publish fewer research articles than comparable journals in economics and other business disciplines ," various naive ""value investing"" schemes are grossly inaccurate",0,0.0
Accounting,"empirical studies document that leading accounting journals publish in total fewer research articles than comparable journals in economics and other business disciplines, and ##CONSEQUENTLY##, accounting scholars are relatively less successful in academic publishing than their business school peers",Accounting journals publish fewer research articles than journals in other business disciplines , Education studies's method and subject are not as clearly defined,0,0.0
Accounting,"empirical studies document that leading accounting journals publish in total fewer research articles than comparable journals in economics and other business disciplines, and ##CONSEQUENTLY##, accounting scholars are relatively less successful in academic publishing than their business school peers",There are fewer research articles published in , The final designs are not truly generic,0,0.0
Goods and services," this emphasis on material production was adapted by david ricardo, thomas robert mal##THUS## and john stuart mill, and influenced later marxian economics","David Ricardo, Thomas Robert Mal##THUS## and John Stuart Mill adapted the emphasis on material production ", An appeal is made to the functional value of linguistic forms,0,0.0
List of important publications in economics," 1983)the book showed how operationally meaningful theorems can be described with a small number of analogous methods, ##THUS## providing ""a general theory of economic theories",The book described how operationally meaningful theorems can be described with a small number of analogous methods , Some of the results from this model differ from those of the IS-LM model,0,0.0
List of important publications in economics," 1983)the book showed how operationally meaningful theorems can be described with a small number of analogous methods, ##THUS## providing ""a general theory of economic theories",The book described how operationally meaningful theorems can be described with a small number of analogous methods , Schoenberg's investigation ##RESULTED IN## the complete classification of these metrics,0,0.0
List of important publications in economics," 1983)the book showed how operationally meaningful theorems can be described with a small number of analogous methods, ##THUS## providing ""a general theory of economic theories",The book showed how theorems can be described with a small number of analogous methods , The method is called a build-up method,0,0.0
List of important publications in economics," 1983)the book showed how operationally meaningful theorems can be described with a small number of analogous methods, ##THUS## providing ""a general theory of economic theories",The book showed how theorems can be described with a small number of analogous methods , The method is called a build-up method,0,0.0
List of important publications in economics," 1983)the book showed how operationally meaningful theorems can be described with a small number of analogous methods, ##THUS## providing ""a general theory of economic theories",The book described theorems with a small number of analogous methods , Hayek's theory had inconsistencies,0,0.0
List of important publications in economics,"description: in this paper, becker demonstrates that neoclassical economic demand curves follow simply from the fact that compensated price changes in the goods available to consumers with fixed budget sets cause corresponding shifts in the consumption opportunity sets of those consumers and ##THUS## do not require any assumptions about the rationality of market participants to justify their use",Becker demonstrates that neoclassical economic demand curves follow from the fact that compensated price changes in the goods available to consumers with fixed budget sets cause corresponding shifts in the consumption opportunity sets of those consumers , The prediction accuracy of an equilibrium model may depend on the independence of the noneconomic factors from economic ones,0,0.0
List of important publications in economics,"description: in this paper, becker demonstrates that neoclassical economic demand curves follow simply from the fact that compensated price changes in the goods available to consumers with fixed budget sets cause corresponding shifts in the consumption opportunity sets of those consumers and ##THUS## do not require any assumptions about the rationality of market participants to justify their use",The consumption opportunity sets of consumers shift correspondingly to the price changes of the goods available to them with fixed budget sets ," The demand for medical care is summarized by a separate ""effective demand"" curve",0,0.0
World history (field)," his descriptions also highlight how the mongol empire and its emphasis on trade ##RESULTED IN## an atmosphere of cultural and religious exchange and intellectual ferment, ##RESULTING IN## the transmission of a host of ideas from east to west and vice versa",The Mongol Empire and its emphasis on trade ##RESULTED IN## an atmosphere of cultural and religious exchange and intellectual ferment , The monopsonistic restriction of employment has ##RESULTED IN## the loss of the competitive social surplus,0,0.0
World history (field),"mcneill wrote the rise of the west (1963) to improve upon toynbee by showing how the separate civilizations of eurasia interacted from the very beginning of their history, borrowing critical skills from one another, and ##THUS## precipitating still further change as adjustment between traditional old and borrowed new knowledge and practice became necessary",The civilizations borrowed critical skills from one another , science had some oppressive features,0,0.0
Georgism, this caused a political crisis that ##RESULTED IN##directly in reform of the house of lords,This caused a political crisis , The strategy was not practical,0,0.0
Georgism," mark blaug, a specialist in the history of economic thought, credits fetter and clark with influencing mainstream economists to abandon the idea ""that land is a unique factor of production and ##HENCE## that there is any special need for a special theory of ground rent"" claiming that ""this is in fact the basis of all the attacks on henry george by contemporary economists and certainly the fundamental reason why professional economists increasingly ignored him""",Mainstream economists abandoned the idea that land is a unique factor of production , The journal Applied Economics may help bring economic theory nearer to reality,0,0.0
Georgism," mark blaug, a specialist in the history of economic thought, credits fetter and clark with influencing mainstream economists to abandon the idea ""that land is a unique factor of production and ##HENCE## that there is any special need for a special theory of ground rent"" claiming that ""this is in fact the basis of all the attacks on henry george by contemporary economists and certainly the fundamental reason why professional economists increasingly ignored him""",Fetter and Clark influenced mainstream economists to abandon the idea that land is a unique factor of production , Friedman believed that this condition for discretionary policy to be stabilizing is unlikely to be fulfilled in practice,0,0.0
Georgism," mark blaug, a specialist in the history of economic thought, credits fetter and clark with influencing mainstream economists to abandon the idea ""that land is a unique factor of production and ##HENCE## that there is any special need for a special theory of ground rent"" claiming that ""this is in fact the basis of all the attacks on henry george by contemporary economists and certainly the fundamental reason why professional economists increasingly ignored him""",Henry George was attacked by contemporary economists , The scholars have disputes about the core of the theory,0,0.0
Quantum mechanics," the box is defined as having zero potential energy everywhere inside a certain region, and ##THEREFORE### infinite potential energy everywhere outside that region",The box has zero potential energy everywhere inside a certain region , The output is eventually affected,0,0.0
Quantum mechanics," for instance, the well-known model of the quantum harmonic oscillator uses an explicitly non-relativistic expression for the kinetic energy of the oscillator, and is ##THUS## a quantum version of the classical harmonic oscillator",The quantum harmonic oscillator uses an explicitly non-relativistic expression for the kinetic energy of the oscillator , The use of neoclassical economic demand curves does not require any assumptions about the rationality of,0,0.0
Quantum mechanics,"quantum decoherence is a mechanism through which quantum systems lose coherence, and ##THUS## become incapable of displaying many typically quantum effects: quantum superpositions become simply probabilistic mixtures, and quantum entanglement becomes simply classical correlations",Quantum systems lose coherence , Small events cause large effects,0,0.0
Quantum mechanics,"quantum decoherence is a mechanism through which quantum systems lose coherence, and ##THUS## become incapable of displaying many typically quantum effects: quantum superpositions become simply probabilistic mixtures, and quantum entanglement becomes simply classical correlations",Quantum systems lose coherence , Small events cause large effects,0,0.0
Quantum mechanics,"quantum decoherence is a mechanism through which quantum systems lose coherence, and ##THUS## become incapable of displaying many typically quantum effects: quantum superpositions become simply probabilistic mixtures, and quantum entanglement becomes simply classical correlations",Quantum systems lose coherence , Power relations have been overlooked in economic models,0,0.0
Quantum mechanics," since then several experiments have been performed to obtain these correlations, with the result that they do in fact violate bell inequalities, and ##THUS## falsify the conjunction of locality with determinism",correlations have been obtained , The correlation is indirect,0,0.0
Monetarism,", if they were in equilibrium before the increase, they were already holding money balances to suit their requirements, and ##THUS## after the increase they would have money balances surplus to their requirements",They were in equilibrium before the increase , They have some expected utility,0,0.0
Monetarism,", if they were in equilibrium before the increase, they were already holding money balances to suit their requirements, and ##THUS## after the increase they would have money balances surplus to their requirements",They were already holding money balances to suit their requirements , The shareholders were uncertain of the ultimate outcome,0,0.0
Monetarism, the social-democratic post-war consensus that had prevailed in first world countries was ##THUS## called into question by the rising neoliberal political forces,The consensus was questioned , The claims are controversial,0,0.0
Monetarism, the social-democratic post-war consensus that had prevailed in first world countries was ##THUS## called into question by the rising neoliberal political forces,The consensus was questioned , The data is notable,0,0.0
Monetarism, the social-democratic post-war consensus that had prevailed in first world countries was ##THUS## called into question by the rising neoliberal political forces,The consensus was questioned , The argument noted,0,0.0
Monetarism, the social-democratic post-war consensus that had prevailed in first world countries was ##THUS## called into question by the rising neoliberal political forces,The consensus was questioned , The claims are controversial,0,0.0
Monetarism, the social-democratic post-war consensus that had prevailed in first world countries was ##THUS## called into question by the rising neoliberal political forces,The political forces were challenged , The leaks,0,0.0
Monetarism, the social-democratic post-war consensus that had prevailed in first world countries was ##THUS## called into question by the rising neoliberal political forces,The , It is,0,0.0
United States federal budget," the so-called budgetary ""grand bargain"" of tax hikes on the rich and removal of some popular tax deductions in exchange for reductions to medicare and social security is ##THEREFORE### elusive",Some popular tax deductions are removed , Some major exemptions were allowed in rural areas,0,0.0
Banking license," constitution is that bankers credit sometimes interferes with the regulation of the value of coins, and ##THEREFORE### it is necessary and proper to make laws which regulate banking",Bankers' credit interferes with the regulation of the value of coins , All forms of slavery were invalid,0,0.0
